0	虎门大桥开始出现问题的时候，专家说是水马的原因，虎门大桥安全的很。现在结果出来了，专家该怎么说？还好没出大的事故，万幸中的万幸，以后所谓的专家能不能严谨的下定论！ 佳木斯	回复@basta2002:是假新闻吗？;多刷刷微博吧…结果就是告诉你 以后看一个新闻 请先判断下真实性…  钢索断裂是去年的事 已经更换 公众号移花接木造的假新闻;	rumor	05月11日 10:39
19	无锡高架桥倒塌初步原因据事故调查组初查介绍，4台货车同顺方向倾覆匝道右侧翻落至地面，由北至南排序分别编为1—4号车。1号车(黑AH3976号)为2轴货车、2号车(辽M45107号)、3号车(黑E52268号)、4号车(黑L82392号)都为6轴重型半挂车，均属非标车辆。经调查和实际称重，1号车核载9.6吨，实载12.42吨，超载率29.375%，车货总重18.625吨；2号车核载30吨，实载125.23吨，超载率317.43%，车货总重153.29吨；3号车核载31.235吨，实载134.55吨，超载率330.77%，车货总重163.59吨；4号车核载31.3吨，实载123.2吨，超载率293.61%，车货总重149.68吨。 1至4号车核载总量为102.135吨，实载总量为395.4吨，总超载为293.265吨，车货总重485.185吨。	图片评论 评论配图;;	rumor	2019/10/11 4:59
20	#无锡高架坍塌# 无锡网友投稿，一出大事，人民公仆准露马脚这不，又来一个表哥，事故现场某领导手戴400多万名表…… #无锡警方通报高架桥面侧翻#	不要瞎扯淡，我在无锡，我每天交集3个区，这几个区天天都有交警执勤，哪来都是辅警？下雨天一样路上指挥，谣言真可怕！;别瞎传，关注点都在哪里呢;你j儿一电影自媒体蹭屁热度？？？考证过了吗？？？？;	rumor	2019/10/11 0:34
21	2014年12月31日晚23时35分许，上海市黄浦区外滩陈毅广场发生群众拥挤踩踏事故，致35人死亡，43人受伤。	nan	rumor	2019/7/24 4:00
22	由于上周发生上下客区交通事故导致一名横穿机动车道旅客死亡事件，浦东机场上下客区机动车限速已降至20km/h，请一定要注意！	乱穿不应该是活该嘛;20码？国内不是用公里计量？;设计确实不合理;	rumor	2019/7/19 12:29
23	酒后驾驶玛莎拉蒂的女司机，据说有了间歇性的神经病。这个事儿，告诉我们2个事实，1，玛莎拉蒂比宝马好， 2，开豪车出重大事故的司机，都疑似精神病。问题来了，大盘我也疑似有间歇性的精神病，怎么治呢？	回复@老孙解盘:也是醉了她没杀人之前啥病也没有，杀了人之后就有病了。中国的法律难道就是为了管束几亿平常老百姓吗？还是期待法官公正严判吧。;怎么办理 间歇性精神病的“资质”，另外自从听说张小果事件后，好像 艾滋病“资质” 也变得抢手了。这这俩资质简直就是“免死金牌”啊。;如果法官说谭某某有间歇性精神病，那人民群众就别活了，这宪法和法律还要啥尊严啊;	rumor	2019/7/11 11:22
24	#河南玛莎拉蒂#  永城玛莎拉蒂95后女富二代车主 特大交通事故  明珠花园撞死3人 东方花园撞伤8人逃逸 永兴街外环撞宝马740，车上4人烧死。 性质恶劣，影响重大 （纯搬运）	cnm我搬运来也举报我？行吧渣浪死了;属实？;回复@六月鸢歌:;	rumor	2019/7/4 22:25
25	#河南玛莎拉蒂# 图①放大仔细看，一位年轻妈妈抱着幼儿坐在后面直接被烧焦了！小孩的头跟座椅的轮廓依稀可见🙏新闻通报肇事者还躺医院被控制起来，结果昨天还在更新微博本人正在逛街拘留所里网那么好？不到二十四分钟微博炫富被通通删光改名如果没有被微博发酵上热搜，可能就跟没事人一样继续逍遥快活💣事实上总共死了七个！宝马车能存活下来已经是非常悬了，瞒报自古以来都有的传统因为有规定三个以上就是特大交通事故了。看过被封了的原视频，单单被挖出来的时候就不止两个了。在明珠花园撞死3人,又在东方花园连撞8个车逃逸,又在东外环与永兴街交叉口撞正在等红绿灯的宝马740。一路横冲直撞到底是醉到什么程度！看到微博上的动图，突然把抗压能力算强的宝马撞到迅速燃烧，肯定有一段时间的超速飙车，没人关注这途中多大的险境嘛请严惩！！！！！！！！！	公平自在人心，望正义不缺席;呵呵 这种事 想新闻管控;天;	rumor	2019/7/5 7:17
26	看看我朋友拍的视频，西安到昆明的列车发生事故了， http	经核实，该视频系2010年8月19日发生于石亭江铁路大桥的事故，事发车次为西安到昆明的k165次列车，该事故导致列车15、16号车厢掉入河中，但无人员伤亡。传播网络谣言属于违法行为，希望广大网民自觉抵制网络谣言，对未经核实的信息，不随意转发，更不故意杜撰改编，否则，将承担相应的法律责任。;传播谣言会负法律责任的。 评论配图;	rumor	2019/6/11 20:26
27	#浙江新鲜事儿#突发！绍兴市区中兴南路发生一起严重车祸！一轿车发生事故后自燃，据消息车内有一人……#绍兴身边事# [手套]	转给朋友。。。[最右]。。;因为专业，所[咖啡]以卓越。;[玫瑰][自行车][玫瑰][玫瑰];	rumor	2019/6/7 1:43
28	【载有36名中国游客大巴在葡萄牙翻车 致26人受伤 乘客车遇险该怎样逃生？】葡萄牙多家媒体消息，22日下午17时，一辆载有37人的大巴车在葡萄牙埃武拉省A6公路Montemor-o-Novo路段发生翻车事故 ，当地民防和急救部门称，事故发生时车上有36名中国籍游客和1名西班牙籍司机。乘客车遇险怎样逃生？#葡萄牙翻车事故#         山东消防的秒拍视频	nan	rumor	2019/4/18 8:19
29	#沈阳棋盘山##沈阳棋盘山# 网传4月17日上午，沈阳市棋盘山开发区英达街道与沈北辉山街道交界处突发火情。事故发生后，沈阳市森林公安局及时进行侦查，第一时间将野外违规用火者抓获。经查违规用火者是富某，男，46岁，现居住英达街道东沟村。17日上午，富某在耕地内烧秸秆，由于当时风力较大，引燃周围荒草。目前，富某因涉嫌在防火戒严期内违法野外用火，已被沈阳市森林公安局行政拘留。 http	回复@还是慧淇吖:一看你就是在沈阳 火势见小 仍在扑救 真是辛苦在一线的英雄了;是真的;别传谣;	rumor	2019/4/17 15:53
30	📣通知 📣通知 📣通知 龟山毒气泄露，民桥已封，已中毒30多人浉河南路龟山亭前面有一化学品车发生事故，有很多人中毒，千万別从那走。现在交警、公安、120全在，看到的信阳朋友抓紧通知家里人[抱拳][抱拳][抱拳] 信阳·平桥街区	nan	rumor	2019/4/18 9:49
31	着火啦，风借火力，🔥 助风威4月17日上午，沈阳市棋盘山开发区英达街道与沈北辉山街道交界处突发火情。事故发生后，沈阳市森林公安局及时进行侦查，第一时间将野外违规用火者抓获。经查违规用火者是富某，男，46岁，现居住英达街道东沟村。17日上午，富某在耕地内烧秸秆，由于当时风力较大，引燃周围荒草。目前，富某因涉嫌在防火戒严期内违法野外用火，已被沈阳市森林公安局行政拘留。 沈阳·棋盘山风景区 http	@沈阳网警巡查执法 @沈阳网警小胖;	rumor	2019/4/17 16:06
32	4月17日上午，沈阳市棋盘山开发区英达街道与沈北辉山街道交界处突发火情。事故发生后，沈阳市森林公安局及时进行侦查，第一时间将野外违规用火者抓获。经查违规用火者是富某，男，46岁，现居住英达街道东沟村。17日上午，富某在耕地内烧秸秆，由于当时风力较大，引燃周围荒草。目前，富某因涉嫌在防火戒严期内违法野外用火，已被沈阳市森林公安局行政拘留。 南居布衣的微博视频	nan	rumor	2019/4/17 20:49
33	#沈阳棋盘山着火#4月17日上午，沈阳市棋盘山开发区英达街道与沈北辉山街道交界处突发火情。事故发生后，沈阳市森林公安局及时进行侦查，第一时间将野外违规用火者抓获。经查违规用火者是富某，男，46岁，现居住英达街道东沟村。17日上午，富某在耕地内烧秸秆，由于当时风力较大，引燃周围荒草。目前，富某因涉嫌在防火戒严期内违法野外用火，已被沈阳市森林公安局行政拘留。  希望不要有人员伤亡	nan	rumor	2019/4/17 16:40
34	你是不是傻？太可恨！今天8级大风呢你也敢点火😡今日上午，沈阳市棋盘山开发区英达街道与沈北辉山街道交界处突发火情。事故发生后，沈阳市森林公安局及时进行侦查，经查违规用火者是富某，男，46岁，今日上午，富某在耕地内烧秸秆，由于当时风力较大，引燃周围荒草。目前，富某已被行政拘留。 http	nan	rumor	2019/4/17 20:19
35	4月17日上午，沈阳市棋盘山开发区英达街道与沈北辉山街道交界处突发火情。事故发生后，沈阳市森林公安局及时进行侦查，第一时间将野外违规用火者抓获 http	nan	rumor	2019/4/17 15:46
36	4月17日上午，沈阳市棋盘山开发区英达街道与沈北辉山街道交界处突发火情。事故发生后，沈阳市森林公安局及时进行侦查，第一时间将野外违规用火者抓获。经查违规用火者是富某，男，46岁，现居住英达街道东沟村。17日上午，富某在耕地内烧秸秆，由于当时风力较大，引燃周围荒草。目前，富某因涉嫌在防火戒严期内违法野外用火，已被沈阳市森林公安局刑事拘留。@吉林同城 @吉林大冷面 @吉林黄金眼 吉林·新建街区 http	你号没了;这是12年的事啊;假消息，删了吧;	rumor	2019/4/17 16:29
37	4月17日上午，沈阳市棋盘山开发区英达街道与沈北辉山街道交界处突发火情。事故发生后，沈阳市森林公安局及时进行侦查，第一时间将野外违规用火者抓获。经查违规用火者是富某，男，46岁，现居住英达街道东沟村。17日上午，富某在耕地内烧秸秆，由于当时风力较大，引燃周围荒草。目前，富某因涉嫌在防火戒严期内违法野外用火，已被沈阳市森林公安局行政拘留。@辽视第一时间 @辽宁突发 @沈阳最头条 http	2012年的大火资料，你现在发他是混淆民众视听？？;你的微博提到本地大V，想让你的微博获得更多关注，欢迎使用同城爆料>>http://t.cn/RWaGLgH;	rumor	2019/4/17 15:49
38	网友爆料：这是今天发生在上海宝山同济高架的事故，出租车恶意别停大货车造成大货车驾驶员当场死亡，后面紧跟着另外一辆同样的货车也是钢管惯性滑出驾驶员当场死亡，强烈谴责出租车司机。 搞笑扒哥的秒拍视频	死亡了？别瞎博眼球！;@开启新历程的Nero 好害怕;别扯了行不;	rumor	2019/4/4 19:32
39	3月21日下午14时，江苏盐城市一化工厂发生爆炸事故，截止下午7时事故已造成死亡6人，重伤30人。爆炸发生的工厂为江苏天嘉宜化工有限公司。曾被当地环保局行政处罚过6次。  视频-江苏盐城化工厂爆炸：涉事企业两年曾被行政处罚6次	光罚款不关停才能有流水钱呀 关了摇钱树就没了;	rumor	2019/3/22 8:54
40	【#埃航坠机事故追踪# 事故现场短暂开放：没有一件完整的、能看出形状的东西】目前事故现场的挖掘救援行动已经结束，对黑匣子的解读工作正在进行。埃塞俄比亚空难最后二分钟视频和地面车辆留下的空难落地镜头。 火勺看点的微博视频	听到所有人的叫声随着画面戛然截止，头脑突然嗡的一声，好心痛！;这是动画模拟的好吗，不要瞎说;这虽是模拟出来的;	rumor	2019/3/13 16:20
41	#中国企业财经[超话]#【惊魂瞬间：埃塞俄比亚空难最后的最后一刻！】那惊心动魄的惨叫声，想想那些鲜活的生命，就在这一刻消失了🙏！我们在悲伤过后，也应该呼吁测查事故的真相，找出事故责任人，给世人一个完整的交代。从几次空难的结果看，波音737MA X哪里是什么空中客车，简直就是通往地狱的交通工具！目前世界各国纷纷对737MAX下达了禁飞令，就连特朗普迫使国际上和美国国内的舆论压力，也宣布737NAX停飞！#飞行员匿名上报737MAX8异常#：#美国停飞波音737 MAX系列# 尹克伦64的微博视频	为空难的乘客们祈祷吧，一路走好！🙏;一个游戏视频也能让人这么嗨？;如果这是假视频，太缺德了。逝者安息;	rumor	2019/3/15 4:24
42	无人生还！埃塞俄比亚航空一架载157人飞机坠毁，8名中国公民遇难。飞机最后坠落的视频，谁应该对此次事故负责呢？不知道坠落那刻，这些乘客心情是怎么样的？愿死者安息！ 金剪刀开箱的微博视频	怎么看怎么像模拟器弄的！@金剪刀开箱;逝者安息  真的好想哭  天堂没有伤痛;最后视频段几乎是垂直俯冲了;	rumor	2019/3/13 16:59
43	埃航坠机事故现场短暂开放，埃塞俄比亚空难最后二分钟视频和地面车辆留下的空难落地镜头。网友：最后充满绝望的惊叫声！ 托尼富的微博视频	但是我觉得这不是当时的真实情况，毕竟谁会在最后关头这么谈定的拍视频;这是模拟动画吧;天呐，这是一种多么绝望的呐喊;	rumor	2019/3/13 16:02
44	【昨晚成都市区佳灵路突发火灾，4名伤者不幸离世】通报：3月6日19点30分，成都市武侯区佳灵路发生火灾，截止7日凌晨2时40分，28名受伤群众在华西医院接受救治。4名伤者因伤势过重抢救无效不幸离世。经医院多学科专家最新评估，受伤人员中有重伤6名、轻伤18名。事故调查以及善后处置等工作正同步开展！ 木易-得亿视频社的微博视频	回复@玲Melody:凑合着看吧;	rumor	2019/3/7 20:29
45	据说是缅甸孔明灯事故，伤亡惨重视频来源：柏川 陈震同学的同学的秒拍视频	用激光笔演示奥运会开幕ppt.无聊得很;让激光笔给捅漏了;好像迪达拉的技能;	rumor	2018/11/27 17:34
46	老家那边今天晚上发生一起特大车祸，目前死亡13人，受伤几十人。公交车里坐的都是每天凌晨专门从农村装到县城工厂上班的农民，没想到自己的生命终结在了下班的路上。一群勤劳的人民就这样离世，可悲！可泣！有时候世界真的就很不公平，也许这场事故明天连头条都上不了，大城市的人哪会关注农村的命案？可悲的是中华文明如今变得如此冷漠，各顾各家，自私成为整个社会的标配！可泣的是穷人未来除了靠自己奋斗改变命运脱离底层之外，基本上在可预见的未来几十年不会有人去搭救，注定被社会遗忘甚至抛弃！这便是中国城市化进程所需要承受的代价！只希望不要在通往富强的道路上中国人越来越自私，越来越逐利！最后，希望我的家乡能够越来越好！愿警方能尽心调查，还逝者一个公道！还阳新一片安详！	回复@夏天备忘录:此内容为不实消息，已处理（系统说的）;此;	rumor	2018/11/28 22:47
47	昨晚，缅甸放飞孔明灯发生爆炸事故，造成500人死亡，伤者……现场惨烈！惨不忍睹！ 快乐驿站快乐V的秒拍视频	0死9伤，传谣犯法的;	rumor	2018/11/29 11:13
48	#葫芦岛事故5人死亡#辽宁省葫芦岛建昌县在今中午十二点半，在第二小学门口，发生一起车祸，造成九人死亡，十六人受伤，和一名老人，肇事司机逃逸，目前已在八家子被捕获，这些孩子都是学前班和一年级的学生 葫芦岛·建昌镇 http	回复@奈吉2000:建昌有直升机么？怎么举报你这造谣制造恐慌的傻叉呢;回复@闪闪红星张大帅:我是建昌的，我在医院工作，还没有你了解详情？直升机在哪，你造谣有一套啊;;	rumor	2018/11/22 17:30
49	突发！南宁桃源路发生严重车祸，现场多人受伤]8月30日中午11时许，南宁桃源路发生一起重大车祸。据目击者称，一辆白色面包车连撞数辆电动自行车，南国早报记者在现场看到，有数名伤者倒在地上，伤势不明，现场还有电动车、共享单车侧翻在地。目前，救援人员已赶到现场，医护人员也已展开抢救。【目前x死xx伤，呼吁市民积极参与献血！】30日中午，记者南宁中心血站获悉，因区医院门口（植物桃园路）发生严重交通事故，受伤人数较多。12时许，区医院已与该站预约了各个血型的红细胞146个单位（29200毫升）以及血浆43000毫升。现在血液库存一直处于偏紧的状态，各种血型都是出于偏紧状态，O型最要紧一些。呼吁市民积极参与无偿献血。（南宁晚报记者 叶祯） 贴脸对撸的秒拍视频	天哪！;	rumor	2018/8/30 18:33
50	这是韩国工程建设公司承建的老挝一个水电站大坝，发生坍塌事故的场面，已经造成了数人死亡，数百人失踪的惨剧。韩国的建造质量就和韩国黑哨一样，经不起世界的检验。😭😭😭😭😭#互粉##超级话题##热门话题榜##熊猫守护者##情感##正能量##超级话题精选# 芒果与草莓918的秒拍视频	里面人说的拉诂语和老挝语;噢，这个埧原来是韩国建的;几年前的日本海啸视频还在用;	rumor	2018/8/12 19:04
51	老挝东南部阿速坡省地区在建的一座水电站大坝坍塌事故，50亿立方米洪水在几小时内下泄，场面太震撼了！ 老股民大张的秒拍视频	韩国工程建设公司(SK E&C)建的。;这是日本海啸，好不…;这是日本吧;	rumor	2018/8/3 21:57
52	青州市特大交通事故 死亡人数升至15人 诸城·龙都街区 果然是你46763的微博视频	诸城的啊;	rumor	2018/8/12 22:54
53	#泰国普吉岛翻船事故#普吉岛沉船头七祭：重庆家属哭喊“杰杰要拉紧母亲的手，不要掉队！ 灾难瞬间的秒拍视频	这是印尼的，请不要瞎转！;@毛儿朵朵开;不要以谣传谣  视频根本不是这次事故的;	rumor	2018/7/12 17:50
